Variable Region Level Season FracMeanError
so tropics 1000m MAM 0.06762333072276261
so tropics 1000m JJA 0.07155884928802249
so tropics 1000m SON 0.07433585635445722
so tropics 1000m DJF 0.07215786208901784
so nino34 1000m MAM 0.025639260077675547
so nino34 1000m JJA 0.0457230656671748
so nino34 1000m SON 0.031218877092822884
so nino34 1000m DJF 0.028958087828128445
so southmid 1000m MAM 0.21847658065891157
so southmid 1000m JJA 0.22288228504190322
so southmid 1000m SON 0.23390533812569253
so southmid 1000m DJF 0.2135988661081198
so antarctic 1000m MAM 0.1176282106304518
so antarctic 1000m JJA 0.10956762693124944
so antarctic 1000m SON 0.1253912081261834
so antarctic 1000m DJF 0.1167220907180208
CMPI global yearly 0.8236973442158196
