Variable Region Level Season AbsMeanError
thetao southmid 10m SON 1.0075884
thetao southmid 10m DJF 0.76176196
thetao southmid 100m MAM 0.82834053
thetao southmid 100m JJA 0.8738622
thetao southmid 100m SON 0.9604016
thetao southmid 100m DJF 0.8248153
thetao southmid 1000m MAM 0.20699458
thetao southmid 1000m JJA 0.21763627
thetao southmid 1000m SON 0.23027861
thetao southmid 1000m DJF 0.20369597
thetao antarctic 10m MAM 0.5463684
thetao antarctic 10m JJA 0.47719654
thetao antarctic 10m SON 0.46730772
thetao antarctic 10m DJF 0.6656653
thetao antarctic 100m MAM 0.7794366
thetao antarctic 100m JJA 0.9994881
thetao antarctic 100m SON 1.0820861
thetao antarctic 100m DJF 0.87670237
thetao antarctic 1000m MAM 0.12758416
thetao antarctic 1000m JJA 0.12887365
thetao antarctic 1000m SON 0.14699945
thetao antarctic 1000m DJF 0.122571774
so arctic 10m MAM 1.315311008761778
so arctic 10m JJA 1.1312565749860075
so arctic 10m SON 1.024087589636817
so arctic 10m DJF 1.3524236235656462
so arctic 100m MAM 0.28610747630787575
so arctic 100m JJA 0.3057279560046145
so arctic 100m SON 0.3741837514346263
so arctic 100m DJF 0.3015021811115255
so arctic 1000m MAM 0.014313213013225794
so arctic 1000m JJA 0.014581640069002814
so arctic 1000m SON 0.012159122119815955
so arctic 1000m DJF 0.016852230417651725
so northmid 10m MAM 0.4928219873698404
so northmid 10m JJA 0.6093441841785892
so northmid 10m SON 0.6821615436455544
so northmid 10m DJF 0.49962923285851546
so northmid 100m MAM 0.2678894132481833
so northmid 100m JJA 0.26544797203649073
so northmid 100m SON 0.26606527578448563
so northmid 100m DJF 0.2468101909474944
so northmid 1000m MAM 0.02380448049508691
so northmid 1000m JJA 0.02513894006766651
so northmid 1000m SON 0.027627889489013045
so northmid 1000m DJF 0.02475397486472602
so tropics 10m MAM 0.4468434780614034
so tropics 10m JJA 0.4344405986096964
so tropics 10m SON 0.39454328210126544
so tropics 10m DJF 0.3817080335653666
so tropics 100m MAM 0.14703068602406116
so tropics 100m JJA 0.1632829191461913
so tropics 100m SON 0.16576150344258805
so tropics 100m DJF 0.13269148677530965
so tropics 1000m MAM 0.012719425477269187
so tropics 1000m JJA 0.013292455919382697
so tropics 1000m SON 0.013704093920954062
so tropics 1000m DJF 0.01369692648107118
so nino34 10m MAM 0.18197537958937857
so nino34 10m JJA 0.22004721446751685
so nino34 10m SON 0.33674408480840134
so nino34 10m DJF 0.20425489518348255
so nino34 100m MAM 0.05633264580667247
so nino34 100m JJA 0.07951964218707554
so nino34 100m SON 0.1265852859759971
so nino34 100m DJF 0.05782401478226239
so nino34 1000m MAM 0.0031668091527885522
so nino34 1000m JJA 0.005797331772319877
so nino34 1000m SON 0.003778703956809674
so nino34 1000m DJF 0.0035186071720403334
so southmid 10m MAM 0.2711298836288653
so southmid 10m JJA 0.2548022184471574
so southmid 10m SON 0.250632993439422
so southmid 10m DJF 0.2513023052347976
so southmid 100m MAM 0.12977246380715413
so southmid 100m JJA 0.16389817150921474
so southmid 100m SON 0.1946186041970802
so southmid 100m DJF 0.1434242767114465
so southmid 1000m MAM 0.031113890784443776
so southmid 1000m JJA 0.03155286460864663
so southmid 1000m SON 0.03329770573117255
so southmid 1000m DJF 0.03039759464623275
so antarctic 10m MAM 0.24394324325144046
so antarctic 10m JJA 0.18572867090957348
so antarctic 10m SON 0.17950438667728247
so antarctic 10m DJF 0.1900328796795859
so antarctic 100m MAM 0.12760910874395942
so antarctic 100m JJA 0.1424239676125907
so antarctic 100m SON 0.12560709766901068
so antarctic 100m DJF 0.1145978918009103
so antarctic 1000m MAM 0.012359576792165278
so antarctic 1000m JJA 0.011962825821773944
so antarctic 1000m SON 0.014705161081164823
so antarctic 1000m DJF 0.012723470363711327
